bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-24-1430-01A	TCGA-24-1430-01A-01T	[Pending]	111 uL	Total RNA	T	e814a287-d662-4ec5-a77d-2035b9a7cba3	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1430-01A	TCGA-24-1430-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	7d9470e6-5e8f-4c1c-b360-6c07e2397ec2	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1430-10A	TCGA-24-1430-10A-01D	1.9	224.97 uL	DNA	D	74d55910-644c-4693-9fd7-12379ba74f51	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1430-10A	TCGA-24-1430-10A-01G	[Pending]	110.5 uL	GenomePlex (Rubicon) Amplified DNA	G	75fca93c-ccce-4787-844f-a9e9e42922c0	0.201 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1430-10A	TCGA-24-1430-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	f6496dc3-031e-493a-bb2f-edb7a6131dd8	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1950-01A	TCGA-31-1950-01A-01D	1.9	233.67 uL	DNA	D	e96a1cf0-0ed4-4b94-957f-30f80a82535e	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-31-1950-01A	TCGA-31-1950-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	13eaf96e-1ea1-413c-a5ae-705432eed288	0.277 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1950-01A	TCGA-31-1950-01A-01R	1.8	697 uL	RNA	R	0039da56-450d-44a5-824e-f1e080e8e60e	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.5
TCGA-31-1950-01A	TCGA-31-1950-01A-01T	[Pending]	180 uL	Total RNA	T	159b6d90-9b2d-4c42-8ab0-c84bfc6c209e	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1950-01A	TCGA-31-1950-01A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	a1faf453-128e-421e-8614-dd701cf474b1	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1950-10A	TCGA-31-1950-10A-01D	1.8	375.97 uL	DNA	D	3079618f-7450-4bbb-946b-79089f49485d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-31-1950-10A	TCGA-31-1950-10A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	418ee565-27f4-44f3-957d-5f00de0e0112	0.243 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1950-10A	TCGA-31-1950-10A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	83eaa418-749b-4f7d-92c3-1d89a92795dd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-01A	TCGA-42-2591-01A-01D	1.9	699.4 uL	DNA	D	52bfb7a1-d70e-4706-abab-6dd3a55e8464	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-42-2591-01A	TCGA-42-2591-01A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	65a08bb7-790c-408c-8042-137bb826388a	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-01A	TCGA-42-2591-01A-01R	1.8	0 uL	RNA	R	c7c0bda7-8fdb-4ce2-88c8-779e23d11756	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.0
TCGA-42-2591-01A	TCGA-42-2591-01A-01T	[Pending]	109 uL	Total RNA	T	71d51e3a-4f94-49e0-9437-236ced9d2f96	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-01A	TCGA-42-2591-01A-01W	[Pending]	70 uL	Repli-G (Qiagen) DNA	W	e1f9e85a-aa21-450f-b21f-e9646489d5ae	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-01A	TCGA-42-2591-01A-01X	[Pending]	260 uL	Repli-G X (Qiagen) DNA	X	4d5ab61d-ee4c-4465-a4eb-963f176561cd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-10A	TCGA-42-2591-10A-01D	1.9	794.6999999999999 uL	DNA	D	c1922389-1965-40e2-9cef-c9137e3dc8d2	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-42-2591-10A	TCGA-42-2591-10A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	cb64a261-9693-43c4-8df0-2f1e9a2b442d	0.261 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-10A	TCGA-42-2591-10A-01W	[Pending]	95 uL	Repli-G (Qiagen) DNA	W	13f348f8-1d63-4f78-818d-e38f6a9efe70	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2591-10A	TCGA-42-2591-10A-01X	[Pending]	239 uL	Repli-G X (Qiagen) DNA	X	d4617fc1-a9af-4cc4-9b34-98f8459ea8fa	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-01A	TCGA-42-2587-01A-01D	1.9	666.4 uL	DNA	D	8bacac9a-632e-4999-97b3-cb532b99e6e6	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-42-2587-01A	TCGA-42-2587-01A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	3f0d743f-7e3b-4518-a564-88948d150e5e	0.201 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-01A	TCGA-42-2587-01A-01R	1.8	0 uL	RNA	R	39160946-3125-48bc-b915-3b8a6bb08cc5	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.1	7.7
TCGA-42-2587-01A	TCGA-42-2587-01A-01T	[Pending]	129 uL	Total RNA	T	aea92d02-18ce-4c58-ae81-227d943ce054	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-01A	TCGA-42-2587-01A-01W	[Pending]	31 uL	Repli-G (Qiagen) DNA	W	f6818fb0-b50b-48d6-9d80-13658f796827	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-01A	TCGA-42-2587-01A-01X	[Pending]	209 uL	Repli-G X (Qiagen) DNA	X	7332e84f-e707-4e10-b279-628d211d286b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-10A	TCGA-42-2587-10A-01D	1.8	411.7 uL	DNA	D	495f949f-05cc-4011-a217-effe9575acf2	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-42-2587-10A	TCGA-42-2587-10A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	8833cc51-36d9-44f0-9336-fef798f99203	0.259 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-10A	TCGA-42-2587-10A-01W	[Pending]	65 uL	Repli-G (Qiagen) DNA	W	63ff2e9f-c7e9-42f4-bbb2-2448b44f196c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2587-10A	TCGA-42-2587-10A-01X	[Pending]	229 uL	Repli-G X (Qiagen) DNA	X	f98182de-9e22-40e9-aabd-d33d2ab3c653	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2400-01A	TCGA-25-2400-01A-01D	1.9	33.670000000000016 uL	DNA	D	21b0926c-d2bd-4064-a59d-cf25f6531ce8	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-25-2400-01A	TCGA-25-2400-01A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	96135070-3031-4380-be11-d6da66f304df	0.241 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2400-01A	TCGA-25-2400-01A-01R	1.8	373 uL	RNA	R	1a2568ed-a431-4105-afd9-f60d06560476	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	9.3
TCGA-25-2400-01A	TCGA-25-2400-01A-01T	[Pending]	86 uL	Total RNA	T	cffcf9bc-ebfe-4132-b44d-04889f3021cf	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2400-01A	TCGA-25-2400-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	1a1e6cb0-591e-4813-9d4a-c9ffdc8a2ef1	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2400-10A	TCGA-25-2400-10A-01D	1.9	153.97 uL	DNA	D	16031624-eae0-4b12-8a59-11b892748a87	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-25-2400-10A	TCGA-25-2400-10A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	0f002d7a-d153-45d3-bcef-ce69970991ab	0.250 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2400-10A	TCGA-25-2400-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	037eb0e9-2d82-4068-a91d-92efccd56cda	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-01A	TCGA-04-1516-01A-01D	1.9	226.39999999999998 uL	DNA	D	695e74e1-1505-4eab-901b-99284e789c18	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-04-1516-01A	TCGA-04-1516-01A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	5a03ca20-1988-4ec4-9ec0-1aaa75798976	0.233 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-01A	TCGA-04-1516-01A-01R	1.80	0 uL	RNA	R	0a63851f-1fdb-4e0f-817a-945dc5941a27	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.0	7.0
TCGA-04-1516-01A	TCGA-04-1516-01A-01T	[Pending]	0 uL	Total RNA	T	c5ad035c-3a75-4a47-bf26-35c0cb1574dd	0.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-01A	TCGA-04-1516-01A-01W	[Pending]	60 uL	Repli-G (Qiagen) DNA	W	b9647427-853b-4a2b-93ef-b912163f93ff	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-01A	TCGA-04-1516-01A-01X	[Pending]	258 uL	Repli-G X (Qiagen) DNA	X	112b0145-84d4-41a7-a769-623de20f374c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-11B	TCGA-04-1516-11B-01D	1.9	0 uL	DNA	D	47aae16e-32e5-4542-b1f8-704b4ac773b4	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-04-1516-11B	TCGA-04-1516-11B-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	a8fd0905-350a-4dec-8f1b-1531b05d8792	0.223 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-11B	TCGA-04-1516-11B-01W	[Pending]	55 uL	Repli-G (Qiagen) DNA	W	838abccb-71b9-4ea6-8984-d84fe0286115	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-04-1516-11B	TCGA-04-1516-11B-01X	[Pending]	234 uL	Repli-G X (Qiagen) DNA	X	7f4de442-f859-45ad-9f1b-3464dac7e312	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1944-01A	TCGA-31-1944-01A-01D	1.9	650.67 uL	DNA	D	3be31a4f-2afc-4f3c-b33c-319a2ab6b3b1	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-31-1944-01A	TCGA-31-1944-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	ef712e61-92cc-4c0a-89de-99ac676a5ba3	0.255 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1944-01A	TCGA-31-1944-01A-01R	1.8	486 uL	RNA	R	f48d33b4-83e7-41f2-adb4-44b7427dd2df	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	8.6
TCGA-31-1944-01A	TCGA-31-1944-01A-01T	[Pending]	115 uL	Total RNA	T	8d5d6611-0450-4ec4-97c2-05d1898d3952	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1944-01A	TCGA-31-1944-01A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	72034957-3847-4c11-8753-e0371c2f2738	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1944-10A	TCGA-31-1944-10A-01D	1.8	127.97000000000001 uL	DNA	D	681952a6-d9d3-42e6-93e9-e57a7c2f3dc0	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-31-1944-10A	TCGA-31-1944-10A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	318669ef-d9a1-4ef0-a5df-63e92cfe8936	0.256 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-31-1944-10A	TCGA-31-1944-10A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	18c87024-88a4-4750-958a-84300bad94fd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-1509-01A	TCGA-13-1509-01A-01D	1.9	228.67 uL	DNA	D	88d7101a-5daf-474e-81d5-3e64ea85431b	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-13-1509-01A	TCGA-13-1509-01A-01R	1.8	227 uL	RNA	R	75941df7-c517-4f24-84dd-5f55e919e2a4	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	7.7
TCGA-13-1509-01A	TCGA-13-1509-01A-01T	[Pending]	44 uL	Total RNA	T	4cbf4ad8-533e-4b7f-baed-f7275264dbd8	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-1509-01A	TCGA-13-1509-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	72027a08-8bdf-4f8d-8a87-00d48b26f9bb	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-1509-10A	TCGA-13-1509-10A-01D	1.9	3.9700000000000006 uL	DNA	D	07e0948f-4110-49f5-8802-86288784f57b	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-13-1509-10A	TCGA-13-1509-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	ad6b1157-46e8-4b4c-8bbe-53f35efb9997	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2593-01A	TCGA-42-2593-01A-01D	1.9	1042.4 uL	DNA	D	77a424e8-9e79-4159-8f81-c2b205631ec8	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-42-2593-01A	TCGA-42-2593-01A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	9545f04f-e988-4eba-a647-29229492812d	0.230 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2593-01A	TCGA-42-2593-01A-01R	1.8	424 uL	RNA	R	ecf3b7d3-063b-4995-88ef-a03492015c7d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.5
TCGA-42-2593-01A	TCGA-42-2593-01A-01T	[Pending]	0 uL	Total RNA	T	4a9cca84-a274-4173-998c-b86a1a3a4094	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2593-01A	TCGA-42-2593-01A-01W	[Pending]	48 uL	Repli-G (Qiagen) DNA	W	8409c66e-e929-4a4a-b575-a3449c53b9ca	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2593-10A	TCGA-42-2593-10A-01D	1.9	710.6999999999999 uL	DNA	D	de9b6d85-b3d9-4a1e-9b7a-f07b7ba51fb6	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-42-2593-10A	TCGA-42-2593-10A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	f8d194be-2722-4b87-b8d2-519a15d7e796	0.266 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-42-2593-10A	TCGA-42-2593-10A-01W	[Pending]	78 uL	Repli-G (Qiagen) DNA	W	8650eb89-b5ac-45e8-b22e-3bd583450684	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2045-01A	TCGA-09-2045-01A-01D	1.9	615.67 uL	DNA	D	4369b86a-9d9e-43ed-9680-fb9d72ba0fcb	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-09-2045-01A	TCGA-09-2045-01A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	68165b6f-1790-4e59-bbb0-6f2de0d9838f	0.241 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2045-01A	TCGA-09-2045-01A-01R	1.8	387 uL	RNA	R	053e6bec-8aab-429a-b8a3-ec7a3267fa01	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	8.7
TCGA-09-2045-01A	TCGA-09-2045-01A-01T	[Pending]	50 uL	Total RNA	T	639f5104-c9ab-4cd6-b6d3-1b4c85cf8ba4	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2045-01A	TCGA-09-2045-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	12f8ff9f-3375-4245-aef2-7bb1e4fadd80	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2045-11A	TCGA-09-2045-11A-01D	1.9	148.97 uL	DNA	D	1fe6faf9-334d-40ab-80cd-98ff53df86b3	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-09-2045-11A	TCGA-09-2045-11A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	36624bd1-0a68-40e5-872a-bd488176114c	0.248 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2045-11A	TCGA-09-2045-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	84c73e7c-8859-4806-a45c-05f0d9fc59b9	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1428-01A	TCGA-24-1428-01A-01D	1.9	164.67 uL	DNA	D	f981ce63-17e0-459d-bda4-7b3b7b62ee45	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1428-01A	TCGA-24-1428-01A-01G	[Pending]	110.5 uL	GenomePlex (Rubicon) Amplified DNA	G	f18a76ef-9e0b-4fad-980f-584e726360ce	0.179 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1428-01A	TCGA-24-1428-01A-01R	1.8	146 uL	RNA	R	34885715-dcac-4ce9-bf28-88177799708b	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	7.5
TCGA-24-1428-01A	TCGA-24-1428-01A-01T	[Pending]	38 uL	Total RNA	T	3fc442b1-687a-4dc0-add6-f0ebb134517b	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1428-01A	TCGA-24-1428-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	625ff5f2-6edb-4768-9af0-3d47b336d306	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1428-10A	TCGA-24-1428-10A-01D	1.9	303.97 uL	DNA	D	332b36e9-0edf-4d07-8d48-c73877aa8efc	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1428-10A	TCGA-24-1428-10A-01G	[Pending]	110.5 uL	GenomePlex (Rubicon) Amplified DNA	G	9f750b25-0319-483d-a423-993146243186	0.202 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1428-10A	TCGA-24-1428-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	bc4dd2bb-b268-420a-afe6-e3b0f30b6c3c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2044-01B	TCGA-09-2044-01B-01D	1.9	750.67 uL	DNA	D	9058561d-08cd-4abf-b254-6283c46bd824	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-09-2044-01B	TCGA-09-2044-01B-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	d491cf80-bfbd-46cb-b1d4-797a214e2bd7	0.236 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2044-01B	TCGA-09-2044-01B-01R	1.8	651 uL	RNA	R	08693365-98ab-4cc4-8bd7-a2778680f41e	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.0	8.5
TCGA-09-2044-01B	TCGA-09-2044-01B-01T	[Pending]	131 uL	Total RNA	T	754c330a-1051-4e31-88b9-996cb8167d85	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2044-01B	TCGA-09-2044-01B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	01fd6f2c-4a32-4699-8ed3-a5cf54945efa	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2044-10A	TCGA-09-2044-10A-01D	1.9	58.97000000000001 uL	DNA	D	9bd0b615-fe56-43bc-bd6b-3c55ffea9c44	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-09-2044-10A	TCGA-09-2044-10A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	921ed5aa-14fe-4ff4-9d51-c76ce1eca140	0.270 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-09-2044-10A	TCGA-09-2044-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	72ca8130-3bdf-4f40-a456-efaf3501e082	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
